id,product_name,brand,model,category,gender,release_date,release_year,retail_price_usd,main_color,colorway,avg_resale_price_usd,resale_premium_pct,is_collab,collab_partner
551,Yeezy Boost 350 V2 Granite,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2022-12-03,2022,230,Grey,Granite/Black,230,0,0,
552,Yeezy Boost 350 V2 Dazzling Blue,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2022-02-26,2022,230,Black,Core Black/Dazzling Blue,345,50,0,
553,Yeezy Boost 350 V2 Onyx (2022),Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2022-06-20,2022,230,Black,Onyx/Onyx,345,50,0,
554,Yeezy Boost 350 V2 MX Rock,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2021-12-22,2021,220,Brown,MX Rock/Multi,330,50,0,
555,Yeezy Boost 350 V2 Slate,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2022-09-03,2022,230,Grey,Slate/Black,172.5,-25,0,
556,Yeezy Boost 700 V2 Tephra,Yeezy,Yeezy Boost 700 V2,Lifestyle,Men,2019-06-15,2019,300,Grey,Tephra/Tephra,450,50,0,
557,Yeezy Boost 700 V2 Hospital Blue,Yeezy,Yeezy Boost 700 V2,Lifestyle,Men,2019-09-28,2019,300,Blue,Hospital Blue/Gray,150,-50,0,
558,Yeezy Boost 700 MNVN Orange,Yeezy,Yeezy Boost 700 MNVN,Lifestyle,Men,2020-02-28,2020,220,Orange,Orange/Black,330,50,0,
559,Yeezy Boost 700 MNVN Triple Black,Yeezy,Yeezy Boost 700 MNVN,Lifestyle,Men,2020-02-28,2020,220,Black,Black/Black,165,-25,0,
560,Yeezy Foam RNNR Stone Sage,Yeezy,Foam RNNR,Slides,Men,2022-03-11,2022,90,Brown,Stone Sage/Stone Sage,135,50,0,
561,New Balance 1906R Eclipse Castlerock,New Balance,1906R,Running,Men,2023-03-01,2023,150,Blue,Eclipse/Castlerock,225,50,0,
562,New Balance 1906R Silver Metallic,New Balance,1906R,Running,Men,2023-04-01,2023,150,Silver,Silver Metallic/White,112.5,-25,0,
563,New Balance 1906D Protection Pack Chrome Blue,New Balance,1906D,Running,Men,2023-06-01,2023,170,Blue,Chrome Blue/Grey,340,100,0,
564,New Balance 9060 Moonrock,New Balance,9060,Lifestyle,Men,2023-06-01,2023,150,Grey,Moonrock/Incense,225,50,0,
565,New Balance 9060 Driftwood,New Balance,9060,Lifestyle,Men,2023-04-15,2023,150,Brown,Driftwood/Stone Pink,112.5,-25,0,
566,New Balance 550 White Team Red,New Balance,550,Basketball,Men,2021-03-01,2021,110,Red,White/Team Red,165,50,0,
567,New Balance 550 White Burgundy,New Balance,550,Basketball,Men,2022-01-01,2022,110,Burgundy,White/Burgundy,82.5,-25,0,
568,New Balance 650R White Green,New Balance,650R,Basketball,Men,2022-08-01,2022,150,Green,White/Green,225,50,0,
569,New Balance 860v2 White Silver,New Balance,860v2,Running,Men,2023-01-01,2023,130,White,White/Silver,97.5,-25,0,
570,New Balance 530 White Silver Navy,New Balance,530,Running,Men,2021-04-01,2021,100,White,White/Silver/Navy,150,50,0,
571,ASICS GT-2160 White Clay Canyon,ASICS,GT-2160,Running,Men,2023-06-01,2023,120,White,White/Clay Canyon,180,50,0,
572,ASICS GT-2160 White Lilac Hint,ASICS,GT-2160,Running,Women,2023-06-01,2023,120,White,White/Lilac Hint,90,-25,0,
573,ASICS Gel-Kayano 14 Cream Pure Silver,ASICS,Gel-Kayano 14,Running,Men,2022-10-01,2022,150,Cream,Cream/Pure Silver,225,50,0,
574,ASICS Gel-Kayano 14 Black Bright Orange,ASICS,Gel-Kayano 14,Running,Men,2022-09-01,2022,150,Black,Black/Bright Orange,112.5,-25,0,
575,ASICS Gel-NYC Oyster Grey,ASICS,Gel-NYC,Lifestyle,Men,2023-02-03,2023,130,Grey,Oyster Grey/Carbon,195,50,0,
576,ASICS Gel-NYC White Midnight,ASICS,Gel-NYC,Lifestyle,Men,2023-02-03,2023,130,White,White/Midnight,97.5,-25,0,
577,Salomon XT-6 Advanced White Lunar Rock (2021),Salomon,XT-6,Trail,Unisex,2021-03-01,2021,190,White,White/Lunar Rock,285,50,0,
578,Salomon XT-6 Advanced Black Lunar Rock,Salomon,XT-6,Trail,Unisex,2021-03-01,2021,190,Black,Black/Lunar Rock,142.5,-25,0,
579,Salomon ACS Pro Advanced Vanilla Ice,Salomon,ACS Pro,Trail,Unisex,2022-10-01,2022,220,White,Vanilla Ice/White,330,50,0,
580,Salomon XT-Quest 2 Advanced Magnet,Salomon,XT-Quest 2,Trail,Unisex,2020-09-01,2020,200,Grey,Magnet/Black,100,-50,0,
581,Hoka Clifton 9 Black,Hoka One One,Clifton 9,Running,Men,2023-02-15,2023,145,Black,Black/Black,108.75,-25,0,
582,Hoka Bondi 8 Black Copper,Hoka One One,Bondi 8,Running,Men,2022-08-15,2022,165,Black,Black/Copper,247.5,50,0,
583,Hoka Speedgoat 5 Eggshell Blue,Hoka One One,Speedgoat 5,Trail,Women,2022-03-15,2022,155,Blue,Eggshell Blue/Harbor Mist,116.25,-25,0,
584,Hoka Mach 5 White Copper,Hoka One One,Mach 5,Running,Men,2022-06-15,2022,140,White,White/Copper,210,50,0,
585,On Cloud X 3 Black,On,Cloud X 3,Training,Men,2023-01-01,2023,150,Black,Black/Lead,112.5,-25,0,
586,On Cloudrunner Frost Mineral,On,Cloudrunner,Running,Women,2022-04-01,2022,140,White,Frost/Mineral,210,50,0,
587,On Cloudswift 3 AD Ivory,On,Cloudswift 3,Lifestyle,Women,2023-03-01,2023,160,White,Ivory/White,120,-25,0,
588,On Cloudsurfer 7 Flame Dust,On,Cloudsurfer 7,Running,Men,2023-03-23,2023,160,Orange,Flame/Dust,240,50,0,
589,Vans Knu Skool Black White,Vans,Knu Skool,Skate,Unisex,2023-01-01,2023,80,Black,Black/White,120,50,0,
590,Vans Knu Skool Navy White,Vans,Knu Skool,Skate,Unisex,2023-01-01,2023,80,Blue,Navy/White,60,-25,0,
591,Vans Old Skool Pig Suede Golden Brown,Vans,Old Skool,Skate,Unisex,2020-09-01,2020,75,Brown,Golden Brown/White,56.25,-25,0,
592,Vans Slip-On VR3 Checkerboard Marshmallow,Vans,Slip-On,Skate,Unisex,2022-06-01,2022,70,White,Marshmallow/Checkerboard,105,50,0,
593,Converse Chuck 70 Hi Natural Ivory,Converse,Chuck 70,Lifestyle,Unisex,2019-01-01,2019,85,Cream,Natural Ivory/Black,85,0,0,
594,Converse Chuck 70 Hi Wolf Grey,Converse,Chuck 70,Lifestyle,Unisex,2022-09-01,2022,90,Grey,Wolf Grey/White,67.5,-25,0,
595,Converse Chuck 70 Marquis Brown Egret,Converse,Chuck 70,Lifestyle,Unisex,2022-10-01,2022,90,Brown,Brown/Egret,135,50,0,
596,Converse Run Star Legacy CX Black,Converse,Run Star Legacy,Lifestyle,Women,2022-07-01,2022,120,Black,Black/White,90,-25,0,
597,Crocs Pollex Clog Niagara,Crocs,Pollex Clog,Slides,Men,2023-07-14,2023,85,Blue,Niagara/Blue,340,300,1,Salehe Bembury
598,Crocs Pollex Clog Cobbler,Crocs,Pollex Clog,Slides,Men,2022-09-02,2022,85,Brown,Cobbler/Tan,255,200,1,Salehe Bembury
599,Crocs Classic Clog Dylan Clog Black,Crocs,Dylan Clog,Slides,Men,2023-08-01,2023,55,Black,Black/Black,41.25,-25,0,
600,Crocs Echo Clog Stucco Wild Fern,Crocs,Echo Clog,Slides,Unisex,2023-04-01,2023,75,Green,Stucco/Wild Fern,112.5,50,0,
601,Air Jordan 11 Retro Cherry (2022),Jordan,Air Jordan 11,Basketball,Men,2022-12-10,2022,225,Red,White/Varsity Red/Black,337.5,50,0,
602,Air Jordan 11 Retro Cool Grey (2021),Jordan,Air Jordan 11,Basketball,Men,2021-12-11,2021,225,Grey,Medium Grey/White/Cool Grey,337.5,50,0,
603,Air Jordan 11 Retro Jubilee 25th Anniversary,Jordan,Air Jordan 11,Basketball,Men,2020-12-12,2020,220,Black,Black/Clear/White,165,-25,0,
604,Air Jordan 11 Retro Space Jam (2016),Jordan,Air Jordan 11,Basketball,Men,2016-12-10,2016,220,Black,Black/Dark Concord/White,550,150,0,
605,Air Jordan 3 Retro White Cement Reimagined,Jordan,Air Jordan 3,Basketball,Men,2023-03-11,2023,210,White,Summit White/Fire Red/Black,315,50,0,
606,Air Jordan 3 Retro Dark Iris,Jordan,Air Jordan 3,Basketball,Men,2022-08-24,2022,200,Purple,White/Dark Iris/Black,140,-30,0,
607,Air Jordan 3 Retro Midnight Navy,Jordan,Air Jordan 3,Basketball,Men,2024-01-13,2024,200,Blue,Midnight Navy/Cement Grey,300,50,0,
608,Air Jordan 3 Retro UNC (2020),Jordan,Air Jordan 3,Basketball,Men,2020-03-07,2020,190,Blue,White/Valor Blue/Tech Grey,475,150,0,
609,Air Jordan 11 Retro Gratitude Defining Moments,Jordan,Air Jordan 11,Basketball,Men,2023-12-09,2023,230,White,White/Black/Metallic Gold,345,50,0,
610,Air Jordan 12 Retro Royalty Taxi,Jordan,Air Jordan 12,Basketball,Men,2021-11-13,2021,190,White,White/Black/Metallic Gold,142.5,-25,0,
611,Air Jordan 9 Retro Fire Red,Jordan,Air Jordan 9,Basketball,Men,2022-11-05,2022,200,White,White/Fire Red/Cool Grey,100,-50,0,
612,Air Jordan 9 Retro University Blue (2020),Jordan,Air Jordan 9,Basketball,Men,2020-12-05,2020,190,White,White/Black/University Blue,285,50,0,
613,Air Jordan 8 Retro Rui Hachimura Black Samurai,Jordan,Air Jordan 8,Basketball,Men,2022-05-23,2022,225,Tan,Twine/Gym Red/Black,337.5,50,1,Rui Hachimura
614,Air Jordan 37 Low Beast,Jordan,Air Jordan 37 Low,Basketball,Men,2023-03-08,2023,175,Black,Black/White/Yellow,87.5,-50,0,
615,Air Jordan 38 Center Star,Jordan,Air Jordan 38,Basketball,Men,2023-08-18,2023,200,White,White/Blue/Gold,150,-25,0,
616,Nike Kobe 8 Protro Halo,Nike,Kobe 8 Protro,Basketball,Men,2023-08-23,2023,180,White,White/White-White,270,50,0,
617,Nike Kobe 6 Protro Grinch (2020),Nike,Kobe 6 Protro,Basketball,Men,2020-12-24,2020,180,Green,Green Apple/Volt/Crimson,900,400,0,
618,Nike Kobe 5 Protro Bruce Lee (2020),Nike,Kobe 5 Protro,Basketball,Men,2020-11-24,2020,180,Yellow,Del Sol/Black/Comet Red,540,200,0,
619,Nike KD 4 Galaxy,Nike,KD 4,Basketball,Men,2012-02-24,2012,95,Grey,Metallic Silver/Total Orange,475,400,0,
620,Nike LeBron 9 South Coast,Nike,LeBron 9,Basketball,Men,2022-01-20,2022,210,Black,Black/Green Glow/Dutch Blue,157.5,-25,0,
621,Nike Air Zoom GT Cut 2 Sabrina Ionescu,Nike,Zoom GT Cut 2,Basketball,Women,2023-10-01,2023,190,Black,Black/Volt/White,190,0,1,Sabrina Ionescu
622,Nike Book 1 Mirage,Nike,Book 1,Basketball,Men,2024-03-07,2024,150,Beige,Light Orewood Brown/Sesame,225,50,0,
623,Nike Ja 1 Hunger,Nike,Ja 1,Basketball,Men,2023-05-25,2023,110,White,White/University Red/Black,82.5,-25,0,
624,Nike PG 6 Hot Wheels,Nike,PG 6,Basketball,Men,2022-02-09,2022,120,Black,Black/Total Orange,180,50,1,Hot Wheels
625,Nike Zoom Freak 5 Made in Sepolia,Nike,Zoom Freak 5,Basketball,Men,2023-08-01,2023,140,White,White/Photo Blue,105,-25,0,
626,Nike Dunk High Syracuse (2021),Nike,Dunk High,Skate,Men,2021-03-10,2021,110,Orange,White/Orange Blaze,220,100,0,
627,Nike Dunk High Panda (Women),Nike,Dunk High,Skate,Women,2021-07-01,2021,110,Black,White/Black,82.5,-25,0,
628,Nike SB Dunk High Strawberry Cough,Nike,Dunk High,Skate,Men,2021-10-22,2021,110,Red,University Red/Spinach Green,660,500,0,
629,Nike SB Dunk Low Street Hawker,Nike,Dunk Low,Skate,Men,2021-01-22,2021,110,Multi,Copper/Light Silver/Sail,550,400,0,
630,Nike SB Dunk Low Mummy,Nike,Dunk Low,Skate,Men,2021-10-28,2021,110,Cream,Coconut Milk/Seafoam,330,200,0,
631,Nike SB Dunk Low Rayssa Leal,Nike,Dunk Low,Skate,Women,2024-01-20,2024,125,White,White/Pink/Blue,187.5,50,1,Rayssa Leal
632,Nike SB Dunk Low The Powerpuff Girls Buttercup,Nike,Dunk Low,Skate,Women,2023-12-15,2023,135,Green,Mean Green/Black/Volt,405,200,1,The Powerpuff Girls
633,Nike SB Dunk Low The Powerpuff Girls Blossom,Nike,Dunk Low,Skate,Women,2023-12-15,2023,135,Pink,Lotus Pink/Digital Pink,405,200,1,The Powerpuff Girls
634,Nike SB Dunk Low The Powerpuff Girls Bubbles,Nike,Dunk Low,Skate,Women,2023-12-15,2023,135,Blue,Blue Chill/Deep Royal,405,200,1,The Powerpuff Girls
635,Nike Dunk Low PRM Light Orewood Brown Sashiko,Nike,Dunk Low,Skate,Men,2024-02-17,2024,125,White,Light Orewood Brown/Sail,93.75,-25,0,
636,Nike Dunk Low PRM Cider,Nike,Dunk Low,Skate,Men,2022-10-01,2022,120,Brown,Dark Cider/Off Noir,180,50,0,
637,Nike Dunk Low SE Lottery Green,Nike,Dunk Low,Skate,Men,2022-08-31,2022,120,Green,Malachite/White,90,-25,0,
638,Nike Dunk Low Retro PRM Halloween (2021),Nike,Dunk Low,Skate,Men,2021-10-21,2021,110,White,Sail/Starfish/Black,165,50,0,
639,Nike Dunk Low Retro University Gold Midnight Navy,Nike,Dunk Low,Skate,Men,2020-11-27,2020,100,Yellow,University Gold/Midnight Navy,150,50,0,
640,Nike Dunk Low Disrupt 2 Pale Ivory,Nike,Dunk Low Disrupt 2,Skate,Women,2022-03-01,2022,110,White,Pale Ivory/Black,82.5,-25,0,
641,adidas Yeezy Boost 700 Wave Runner,Yeezy,Yeezy Boost 700,Lifestyle,Men,2017-08-12,2017,300,Grey,Multi Solid Grey/Chalk White/Core Black,600,100,0,
642,adidas Yeezy Boost 700 Inertia,Yeezy,Yeezy Boost 700,Lifestyle,Men,2019-03-09,2019,300,Grey,Inertia/Reflective Silver,450,50,0,
643,adidas Yeezy Boost 700 Salt,Yeezy,Yeezy Boost 700,Lifestyle,Men,2019-02-23,2019,300,Grey,Salt/Salt/Salt,210,-30,0,
644,adidas Yeezy Boost 700 V3 Arzareth,Yeezy,Yeezy Boost 700 V3,Lifestyle,Men,2020-08-29,2020,200,Blue,Arzareth/Arzareth,300,50,0,
645,adidas Yeezy Boost 380 Mist,Yeezy,Yeezy Boost 380,Lifestyle,Men,2020-02-29,2020,230,Brown,Mist/Mist,172.5,-25,0,
646,adidas Yeezy 500 Utility Black,Yeezy,Yeezy 500,Lifestyle,Men,2018-07-07,2018,200,Black,Utility Black/Utility Black,300,50,0,
647,adidas Yeezy 500 Blush,Yeezy,Yeezy 500,Lifestyle,Men,2018-04-14,2018,200,Cream,Blush/Blush,400,100,0,
648,adidas Yeezy Desert Boot Rock,Yeezy,Yeezy Desert Boot,Lifestyle,Men,2019-09-14,2019,200,Brown,Rock/Desert Sand,150,-25,0,
649,adidas Yeezy Desert Boot Oil,Yeezy,Yeezy Desert Boot,Lifestyle,Men,2019-09-14,2019,200,Brown,Oil/Oil,100,-50,0,
650,adidas Yeezy NSLTD Boot Khaki,Yeezy,NSLTD Boot,Lifestyle,Men,2021-11-05,2021,250,Brown,Khaki/Khaki,375,50,0,
651,adidas Samba Vegan White Black,adidas,Samba Vegan,Lifestyle,Unisex,2021-03-01,2021,80,White,Cloud White/Core Black/Gum,120,50,0,
652,adidas Spezial Blackburn,adidas,Spezial,Lifestyle,Men,2019-10-01,2019,120,Green,Green/Red/Yellow,240,100,0,
653,adidas Spezial Hoylake,adidas,Spezial,Lifestyle,Men,2019-10-01,2019,120,Blue,Blue/White/Gum,90,-25,0,
654,adidas Superstar Sean Wotherspoon Superearth Black,adidas,Superstar,Lifestyle,Men,2021-10-29,2021,110,Black,Core Black/Footwear White,330,200,1,Sean Wotherspoon
655,adidas ZX 8000 Lego Blue,adidas,ZX 8000,Lifestyle,Men,2021-02-27,2021,130,Blue,Blue/Yellow/Red,260,100,1,LEGO
656,adidas Ultra 4D Black Purple,adidas,Ultra 4D,Running,Men,2020-09-01,2020,220,Black,Core Black/Active Purple,220,0,0,
657,adidas Ultra 4D FWD Pulse Yellow,adidas,Ultra 4D,Running,Men,2021-04-01,2021,220,Yellow,Pulse Yellow/Core Black,165,-25,0,
658,adidas Adizero Prime X Strung Pulse Lime,adidas,Adizero Prime X Strung,Running,Men,2022-09-15,2022,300,Green,Pulse Lime/Core Black,450,50,0,
659,adidas Adizero Takumi Sen 9 White Lucid Blue,adidas,Adizero Takumi Sen 9,Running,Men,2022-12-01,2022,180,White,Footwear White/Lucid Blue,135,-25,0,
660,adidas 4D FWD 2 Core Black,adidas,4D FWD 2,Running,Men,2022-06-01,2022,200,Black,Core Black/Core Black,150,-25,0,
661,New Balance 991 Made in UK Grey,New Balance,991,Lifestyle,Men,2019-01-01,2019,220,Grey,Grey/Grey,220,0,0,
662,New Balance 992 Grey,New Balance,992,Lifestyle,Men,2020-04-01,2020,175,Grey,Grey/Grey,525,200,0,
663,New Balance 993 Made in USA Navy,New Balance,993,Lifestyle,Men,2021-10-01,2021,200,Blue,Navy/Navy,300,50,0,
664,New Balance 990v5 Core Grey,New Balance,990v5,Running,Men,2019-04-01,2019,175,Grey,Grey/Castlerock,262.5,50,0,
665,New Balance 990v6 Macadamia Nut,New Balance,990v6,Running,Men,2023-02-01,2023,200,Brown,Macadamia Nut/Sea Salt,300,50,0,
666,New Balance 2002R Protection Pack Rain Cloud,New Balance,2002R,Lifestyle,Men,2021-08-14,2021,150,Grey,Rain Cloud/Grey,450,200,0,
667,New Balance 2002R Protection Pack Phantom,New Balance,2002R,Lifestyle,Men,2021-08-14,2021,150,Black,Phantom/Black,300,100,0,
668,New Balance 327 Casablanca Green,New Balance,327,Lifestyle,Men,2020-04-18,2020,150,Green,Green/Orange/White,450,200,1,Casablanca
669,New Balance 327 Sea Salt Navy,New Balance,327,Lifestyle,Men,2020-07-01,2020,100,White,Sea Salt/Navy,75,-25,0,
670,New Balance XC-72 Sea Salt Angora,New Balance,XC-72,Running,Men,2021-08-01,2021,120,White,Sea Salt/Angora,180,50,0,
671,ASICS Gel-Lyte III OG Tokyo Nights,ASICS,Gel-Lyte III,Lifestyle,Men,2021-01-01,2021,120,Grey,Graphite Grey/Black,60,-50,0,
672,ASICS Gel-Lyte III OG Arizona,ASICS,Gel-Lyte III,Lifestyle,Men,2021-01-01,2021,120,Orange,White/Orange,180,50,0,
673,ASICS Gel-NYC Kith Cream,ASICS,Gel-NYC,Lifestyle,Men,2023-03-20,2023,150,Cream,Cream/White,450,200,1,Kith
674,ASICS Gel-Nimbus 25 Tokyo,ASICS,Gel-Nimbus 25,Running,Men,2023-03-01,2023,170,Orange,Orange/Black,127.5,-25,0,
675,ASICS Metaspeed Sky+,ASICS,Metaspeed Sky Plus,Running,Men,2022-06-01,2022,250,Blue,Island Blue/Black,375,50,0,
676,ASICS Metaspeed Edge+,ASICS,Metaspeed Edge Plus,Running,Men,2022-06-01,2022,250,Yellow,Safety Yellow/Black,250,0,0,
677,Salomon XT-6 Gore-Tex Royal Blue,Salomon,XT-6 GTX,Trail,Unisex,2022-10-01,2022,220,Blue,Royal Blue/Black,330,50,0,
678,Salomon XT-6 Vanilla Ice Plum Kitten,Salomon,XT-6,Trail,Unisex,2022-03-01,2022,200,White,Vanilla Ice/Plum Kitten,300,50,0,
679,Salomon XT-6 Monument Phantom,Salomon,XT-6,Trail,Unisex,2021-02-01,2021,190,Grey,Monument/Phantom,142.5,-25,0,
680,Salomon ACS Pro Advanced Black Silver,Salomon,ACS Pro,Trail,Unisex,2022-09-01,2022,220,Black,Black/Silver Metallic,330,50,0,
681,Hoka Tecton X 2 Radiant Yellow,Hoka One One,Tecton X 2,Trail,Men,2023-04-01,2023,225,Yellow,Radiant Yellow/Black,337.5,50,0,
682,Hoka Rincon 3 Fiesta,Hoka One One,Rincon 3,Running,Men,2021-07-01,2021,120,Red,Fiesta/Black,90,-25,0,
683,Hoka Kawana White Copper,Hoka One One,Kawana,Running,Women,2022-01-01,2022,140,White,White/Copper,105,-25,0,
684,Hoka Clifton 8 Sunlit Ocean,Hoka One One,Clifton 8,Running,Men,2021-06-15,2021,140,Blue,Sunlit Ocean/Illusion,210,50,0,
685,Hoka Bondi 7 Black,Hoka One One,Bondi 7,Running,Men,2020-08-01,2020,160,Black,Black/Black,160,0,0,
686,Brooks Ghost 13 Nightlife,Brooks,Ghost 13,Running,Men,2020-08-01,2020,130,Yellow,Nightlife/Black,97.5,-25,0,
687,Brooks Glycerin 19 Blackened Pearl,Brooks,Glycerin 19,Running,Men,2021-02-01,2021,150,Grey,Blackened Pearl/Black,150,0,0,
688,Reebok Question Mid Georgetown,Reebok,Question Mid,Basketball,Men,2020-09-25,2020,140,Grey,Steel/Grey,210,50,0,
689,Reebok Question Mid OG Blue Toe (2022),Reebok,Question Mid,Basketball,Men,2022-08-19,2022,160,Blue,Footwear White/Vector Blue,120,-25,0,
690,Reebok Club C 85 Vintage Chalk,Reebok,Club C 85,Lifestyle,Men,2021-01-01,2021,80,Cream,Chalk/Paper White,120,50,0,
691,Reebok Club C 85 JJJJound Grey,Reebok,Club C 85,Lifestyle,Men,2020-08-07,2020,150,Grey,Grey/Grey,450,200,1,JJJJound
692,Under Armour Project Rock 4 Black,Under Armour,Project Rock 4,Training,Men,2020-09-01,2020,150,Black,Black/Black,112.5,-25,0,
693,Under Armour Project Rock 5 White,Under Armour,Project Rock 5,Training,Men,2022-10-01,2022,150,White,White/Black,225,50,0,
694,Vans Authentic Anaheim Factory 44 DX Black,Vans,Anaheim 44 DX,Lifestyle,Unisex,2017-01-01,2017,80,Black,Black/White,60,-25,0,
695,Vans Sk8-Hi MTE 2.0 DX Brown,Vans,Sk8-Hi MTE 2.0 DX,Trail,Unisex,2019-10-01,2019,110,Brown,Brown/Black,82.5,-25,0,
696,Converse Chuck 70 Hi Comme des Garçons Play Black,Converse,Chuck 70,Lifestyle,Unisex,2015-06-01,2015,135,Black,Black/White/Red Heart,270,100,1,Comme des Garçons
697,Converse Chuck 70 Hi Comme des Garçons Play White,Converse,Chuck 70,Lifestyle,Unisex,2015-06-01,2015,135,White,White/Black/Red Heart,270,100,1,Comme des Garçons
698,Crocs Classic Clog Lightning McQueen,Crocs,Classic Clog,Slides,Kids,2021-04-01,2021,50,Red,Lightning McQueen/Red,200,300,1,Disney
699,Crocs Classic Clog Spiderman,Crocs,Classic Clog,Slides,Kids,2021-05-01,2021,50,Blue,Spider-Man/Blue,100,100,1,Marvel
700,Nike Calm Mule Black,Nike,Calm Mule,Slides,Unisex,2023-10-18,2023,60,Black,Black/Black,90,50,0,
701,Air Jordan 1 Retro High OG Game Royal,Jordan,Air Jordan 1,Basketball,Men,2018-03-24,2018,160,Blue,Game Royal/Summit White/Black,240,50,0,
702,Air Jordan 1 Retro High OG Hyper Royal,Jordan,Air Jordan 1,Basketball,Men,2021-04-17,2021,170,Blue,Hyper Royal/Light Smoke Grey/White,425,150,0,
703,Air Jordan 1 Retro High OG Pine Green 2.0,Jordan,Air Jordan 1,Basketball,Men,2020-02-29,2020,170,Green,Pine Green/Black/Sail,255,50,0,
704,Air Jordan 1 Retro High OG Dark Mocha,Jordan,Air Jordan 1,Basketball,Men,2020-10-31,2020,170,Brown,Sail/Black/Dark Mocha,510,200,0,
705,Air Jordan 1 Retro High OG Shadow 2.0,Jordan,Air Jordan 1,Basketball,Men,2021-05-15,2021,170,Grey,Light Smoke Grey/Black/White,255,50,0,
706,Air Jordan 1 Retro High OG Obsidian,Jordan,Air Jordan 1,Basketball,Men,2019-08-31,2019,160,Blue,Sail/Obsidian/University Blue,320,100,0,
707,Air Jordan 1 Retro High OG Court Purple (2018),Jordan,Air Jordan 1,Basketball,Men,2018-09-22,2018,160,Purple,Court Purple/White/Black,240,50,0,
708,Air Jordan 1 Retro High OG Turbo Green,Jordan,Air Jordan 1,Basketball,Men,2019-02-15,2019,160,Green,Turbo Green/Sail/White,320,100,0,
709,Air Jordan 1 Retro High OG Yellow Ochre,Jordan,Air Jordan 1,Basketball,Men,2024-01-27,2024,180,Yellow,Yellow Ochre/Black/Sail,270,50,0,
710,Air Jordan 1 Retro High OG Smoke Grey,Jordan,Air Jordan 1,Basketball,Men,2020-07-11,2020,170,Grey,White/Light Smoke Grey/Varsity Red,255,50,0,
711,Air Jordan 1 Mid SE Space Jam,Jordan,Air Jordan 1 Mid,Basketball,Men,2023-01-13,2023,135,Black,Black/Dark Concord/White,101.25,-25,0,
712,Air Jordan 1 Mid SE Ice Blue (GS),Jordan,Air Jordan 1 Mid,Basketball,GS,2022-11-01,2022,110,Blue,White/Ice Blue/Black,82.5,-25,0,
713,Air Jordan 1 Low Concord,Jordan,Air Jordan 1 Low,Basketball,Men,2023-01-17,2023,120,Black,White/Black/Concord,180,50,0,
714,Air Jordan 1 Low Panda (Women),Jordan,Air Jordan 1 Low,Basketball,Women,2021-03-10,2021,100,Black,White/Black,100,0,0,
715,Air Jordan 1 Low SE Diamond,Jordan,Air Jordan 1 Low,Basketball,Men,2022-02-09,2022,110,Black,Black/White,165,50,0,
716,Air Jordan 4 Retro Black Cat (2020),Jordan,Air Jordan 4,Basketball,Men,2020-01-22,2020,190,Black,Black/Black/Black,570,200,0,
717,Air Jordan 4 Retro Bred (2019),Jordan,Air Jordan 4,Basketball,Men,2019-05-04,2019,200,Black,Black/Cement Grey/Fire Red,500,150,0,
718,Air Jordan 4 Retro Lightning (2021),Jordan,Air Jordan 4,Basketball,Men,2021-08-28,2021,220,Yellow,Tour Yellow/Dark Blue Grey,330,50,0,
719,Air Jordan 4 Retro Military Black,Jordan,Air Jordan 4,Basketball,Men,2022-05-21,2022,210,White,White/Black/Neutral Grey,420,100,0,
720,Air Jordan 4 Retro A Ma Maniere Violet Ore,Jordan,Air Jordan 4,Basketball,Women,2022-11-17,2022,225,Purple,Violet Ore/Medium Ash/Black,675,200,1,A Ma Maniere
721,Air Jordan 5 Retro Off-White Black,Jordan,Air Jordan 5,Basketball,Men,2020-02-15,2020,225,Black,Black/Muslin/Fire Red,900,300,1,Off-White
722,Air Jordan 6 Retro Travis Scott British Khaki,Jordan,Air Jordan 6,Basketball,Men,2021-04-30,2021,250,Brown,British Khaki/Sail/Bright Crimson,1000,300,1,Travis Scott
723,Air Jordan 3 Retro A Ma Maniere Raised By Women,Jordan,Air Jordan 3,Basketball,Women,2021-04-28,2021,200,Cream,White/Medium Grey/Violet Ore,800,300,1,A Ma Maniere
724,Nike Dunk Low Retro Kentucky (2020),Nike,Dunk Low,Skate,Men,2020-03-14,2020,100,Blue,White/Varsity Royal,250,150,0,
725,Nike Dunk Low Retro Syracuse (2020),Nike,Dunk Low,Skate,Men,2020-03-14,2020,100,Orange,White/Orange Blaze,200,100,0,
726,Nike Dunk Low SP Plum (2020),Nike,Dunk Low,Skate,Men,2020-02-07,2020,100,Purple,Daybreak/Barn/Plum,220,120,0,
727,Nike Dunk Low Retro Champ Colors,Nike,Dunk Low,Skate,Men,2020-06-24,2020,100,Orange,University Orange/Marine,180,80,0,
728,Nike Dunk Low SP St. John's (2020),Nike,Dunk Low,Skate,Men,2020-06-01,2020,100,Red,White/University Red,250,150,0,
729,Nike Dunk Low SP Brazil (2020),Nike,Dunk Low,Skate,Men,2020-05-21,2020,100,Green,Varsity Maize/Pine Green,250,150,0,
730,Nike Dunk Low Retro Championship Red,Nike,Dunk Low,Skate,Men,2021-07-22,2021,100,Red,University Red/White,150,50,0,
